,State,County,Area,Coordinates,Species,Year,Sex,Age,Distemper,Date Rec.,year,month,day,year_month,lat,long,knn,knn.dist,Elevation,Precipitation,Temperature,code,class,description,color,Distance_to_water,Imperviousness
205,NC,McDowell,West Fort Street,"35.62823,-82.19105",Raccoon,2021,Female,Subadult,Y,08/01/2021,2021,1,8,01/01/2021,35.62823,-82.19105,76,2769.385614,463.81,1697.725952,14.85779953,21,developed,"Developed, Open Space",#DDC9C9,402.1721936,1
206,NC,Caldwell,Hartland Road,"35.86526166010206, -81.60680009346721",Raccoon,2021,Female,Adult,Y,15/01/2021,2021,1,15,01/01/2021,35.86526166,-81.60680009,75,649.6053865,342.77,1461.416992,15.38159943,43,forest,Mixed Forest,#B5C98E,8314.583659,0
207,NC,Pamlico,"35.027056, -76.697775","35.027056, -76.697775",Raccoon,2021,Male,Adult,Y,20/01/2021,2021,1,20,01/01/2021,35.027056,-76.697775,59,14063.90511,1.6,1358.448975,18.166399,23,developed,"Developed, Medium Intensity",#ED0000,102.1749089,50
208,NC,Gaston,"Ridge Avenue, Cherryville High School","35.38948,-81.37960",Raccoon,2021,Male,Adult,Y,22/01/2021,2021,1,22,01/01/2021,35.38948,-81.3796,7,19893.06836,287.47,1363.883911,16.26039886,24,developed,"Developed, High Intensity",#AA0000,774.2185431,82
209,NC,McDowell,Hidden View Loop,"35.6806,-82.0612",Raccoon,2021,Male,Subadult,Y,22/01/2021,2021,1,22,01/01/2021,35.6806,-82.0612,87,1748.913281,430.02,1728.61792,15.52629948,21,developed,"Developed, Open Space",#DDC9C9,525.680242,1
210,NC,McDowell,Old Greenlee Road,"35.66790,-82.11088",Raccoon,2021,Female,Adult,Y,27/01/2021,2021,1,27,01/01/2021,35.6679,-82.11088,87,3294.758466,405.35,1736.60791,14.3406992,21,developed,"Developed, Open Space",#DDC9C9,411.4318234,3
211,NC,Pamlico,"Island Road, Alliance; 35.139943, -76.791111","35.139943, -76.791111",Striped Skunk,2021,Female,Adult,Y,29/01/2021,2021,1,29,01/01/2021,35.139943,-76.791111,58,735.9601002,3.72,1374.788818,18.01949883,22,developed,"Developed, Low Intensity",#D89382,1599.66432,23
212,NC,McDowell,Mt. Hebron Road,"35.5675,-82.2216",Raccoon,2021,Male,Adult,Y,18/02/2021,2021,2,18,01/02/2021,35.5675,-82.2216,77,7346.433454,495.19,1745.205933,14.68779945,41,forest,Deciduous Forest,#68AA63,252.9716018,0
213,NC,McDowell,Mountain View Road,"35.68354,-82.08029",Raccoon,2021,Female,Adult,Y,23/02/2021,2021,2,23,01/02/2021,35.68354,-82.08029,82,1748.913281,391.6,1731.011963,15.14479923,43,forest,Mixed Forest,#B5C98E,329.6901456,0
214,NC,Caldwell,Sheely Road,"35.88019,-81.59223",Gray Fox,2021,Male,Adult,Y,04/03/2021,2021,3,4,01/03/2021,35.88019,-81.59223,79,2137.626792,333.94,1450.043823,15.41860008,22,developed,"Developed, Low Intensity",#D89382,9162.407713,20
215,NC,Catawba,Brarbrick Street,"35.57922,-81.01216",Raccoon,2021,Female,Adult,Y,23/03/2021,2021,3,23,01/03/2021,35.57922,-81.01216,109,4028.698572,240.69,1233.650879,16.37590027,21,developed,"Developed, Open Space",#DDC9C9,48.09318733,12
216,NC,Catawba,Sigmon Cove Lane,"35.57674,-80.96521",Raccoon,2021,Female,Adult,Y,22/04/2021,2021,4,22,01/04/2021,35.57674,-80.96521,109,284.9068696,246.45,1210.700928,16.38780022,21,developed,"Developed, Open Space",#DDC9C9,102.8619112,12
217,NC,Catawba,"Sherryn Run, Terrell","35.57528,-80.96776",Raccoon,2021,Male,Adult,Y,22/04/2021,2021,4,22,01/04/2021,35.57528,-80.96776,108,284.9068696,248.84,1210.700928,16.38780022,21,developed,"Developed, Open Space",#DDC9C9,183.2061246,12
218,NC,Carteret,"34.714215, -76.654104","34.714215, -76.654104",Gray Fox,2021,Female,Adult,N,03/06/2021,2021,6,3,01/06/2021,34.714215,-76.654104,70,735.4502046,2.69,1477.041016,18.71769905,22,developed,"Developed, Low Intensity",#D89382,190.2649416,29
219,NC,Nash,Rocky Mount,"35.9559,-77.8048",Raccoon,2021,Male,Adult,Y,24/06/2021,2021,6,24,01/06/2021,35.9559,-77.8048,9,80651.11037,33.53,1103.321899,16.67869949,21,developed,"Developed, Open Space",#DDC9C9,221.7785087,19
220,NC,Caldwell,"Swanson Drive, Lenoir","35.86383,-81.51483",Gray Fox,2021,Male,Adult,Y,20/07/2021,2021,7,20,01/07/2021,35.86383,-81.51483,48,3125.555573,369.42,1487.567017,15.32999992,21,developed,"Developed, Open Space",#DDC9C9,4089.10462,1
221,NC,Craven,"Gondolier Drive, New Bern","35.07510,-76.96937",Raccoon,2021,Male,Adult,Y,21/07/2021,2021,7,21,01/07/2021,35.0751,-76.96937,52,10515.05869,2.3,1247.690918,18.18549919,22,developed,"Developed, Low Intensity",#D89382,73.29471575,40
222,NC,Gaston,"Chestnut Lane, Gastonia","35.204916610059314, -81.27403702894189",Red Fox,2021,Male,Adult,N,30/07/2021,2021,7,30,01/07/2021,35.20491661,-81.27403703,8,10249.60321,258.85,1276.378906,16.91419983,21,developed,"Developed, Open Space",#DDC9C9,168.5215204,10
223,NC,Burke,"River Walk Drive, Connelly Springs","35.77581,-81.51146",Raccoon,2021,Male,Adult,Y,03/08/2021,2021,8,3,01/08/2021,35.77581,-81.51146,47,5180.755203,347.35,1585.813843,15.65149975,21,developed,"Developed, Open Space",#DDC9C9,347.5120715,15
224,NC,Caldwell,Grace Chapel Road,"35.815242323392035, -81.36679121331989",Raccoon,2021,Female,Adult,N,10/09/2021,2021,9,10,01/09/2021,35.81524232,-81.36679121,49,12264.75251,343.12,1546.932983,15.60709953,21,developed,"Developed, Open Space",#DDC9C9,331.8247926,13
225,NC,Burke,"Birdseye Court, Connelly Springs","35.64104215671201, -81.50290935776935",Raccoon,2021,Female,Adult,N,22/09/2021,2021,9,22,01/09/2021,35.64104216,-81.50290936,127,14994.99619,410.31,1536.619873,15.61739922,22,developed,"Developed, Low Intensity",#D89382,3458.754165,22
226,NC,Caldwell,"Sherrill Drive, Granite Falls","35.81248367966757, -81.45209734996821",Raccoon,2021,Male,Subadult,N,22/09/2021,2021,9,22,01/09/2021,35.81248368,-81.45209735,49,5156.912673,369.48,1555.498901,15.69629955,22,developed,"Developed, Low Intensity",#D89382,2375.059805,21
227,NC,Davidson,"Kesler Road, Lexington","35.78295083975986, -80.4576796967153",Striped Skunk,2021,Female,Adult,N,08/10/2021,2021,10,8,01/10/2021,35.78295084,-80.4576797,109,51973.04888,217.61,1266.331909,15.4642992,21,developed,"Developed, Open Space",#DDC9C9,764.0017031,15
228,NC,Chowan,"Rocky Hock on River Road; 36.186901, -76.714678","36.186901, -76.714678",Raccoon,2021,Male,Adult,N,14/10/2021,2021,10,14,01/10/2021,36.186901,-76.714678,24,26795.49057,6.47,1264.727905,17.30239868,21,developed,"Developed, Open Space",#DDC9C9,321.9528116,5
229,NC,Pasquotank,"Bluff Point, Elizabeth City; 36.191874, -76.114540","36.191874, -76.114540",Gray Fox,2021,Female,Adult,Y,21/10/2021,2021,10,21,01/10/2021,36.191874,-76.11454,23,78343.51317,0.49,1474.736816,17.5109005,22,developed,"Developed, Low Intensity",#D89382,2097.489235,32
230,NC,Burke,"Smawley St., Morgantown","35.69519,-81.83272",Gray Fox,2021,Female,Adult,Y,29/10/2021,2021,10,29,01/10/2021,35.69519,-81.83272,82,20734.73073,397.43,1506.164917,15.41009998,22,developed,"Developed, Low Intensity",#D89382,2422.749325,35
231,NC,Burke,"Deker Road, Connelly Springs","35.76367936877339, -81.47004365740688",Raccoon,2021,Female,Adult,N,29/10/2021,2021,10,29,01/10/2021,35.76367937,-81.47004366,47,7459.526835,360,1551.855957,15.7244997,21,developed,"Developed, Open Space",#DDC9C9,1580.632541,15
232,NC,"A, B: Lincoln","A, B: near Will Street, Iron Station","35.46328,-81.16458",Raccoon,2021,Male,Adult,Y,14/12/2021,2021,12,14,01/12/2021,35.46328,-81.16458,140,0,271.1,1315.773926,16.1637001,21,developed,"Developed, Open Space",#DDC9C9,372.9318358,15
233,NC,"A, B: Lincoln","A, B: near Will Street, Iron Station","35.46328,-81.16458",Raccoon,2021,Female,Adult,Y,14/12/2021,2021,12,14,01/12/2021,35.46328,-81.16458,140,0,271.1,1315.773926,16.1637001,21,developed,"Developed, Open Space",#DDC9C9,372.9318358,15
234,NC,Craven,"34.0437868, -77.0398852","35.09309230030743, -77.08102627229393",Raccoon,2022,Unknown,Adult,N,06/01/2022,2022,1,6,01/01/2022,35.0930923,-77.08102627,56,71440.0514,NA,NA,NA,0,NA,NA,NA,54099.82493,127
235,NC,Onslow,"John El Hearst Drive, Swansboro","34.672286080290064, -77.13633417907933",Raccoon,2022,Male,Juvenile,Y,20/04/2022,2022,4,20,01/04/2022,34.67228608,-77.13633418,56,7059.045141,2.43,1310.78186,18.44479942,22,developed,"Developed, Low Intensity",#D89382,75.1214171,25
236,NC,Craven,"35.139909, -77.071701","35.139909, -77.071701",Raccoon,2022,Female,Juvenile,N,20/04/2022,2022,4,20,01/04/2022,35.139909,-77.071701,123,11600.26577,4.94,1284.437866,18.18239975,23,developed,"Developed, Medium Intensity",#ED0000,355.6307068,79
237,NC,Brunswick,Ocean Isle Beach,"33.88863817561709, -78.4371137810136",Gray Fox,2022,Male,Adult,N,03/06/2022,2022,6,3,01/06/2022,33.88863818,-78.43711378,40,151491.2795,3.66,1422.539917,18.47970009,24,developed,"Developed, High Intensity",#AA0000,121.1989999,88
238,NC,Onslow,"Petersburg Road, Richlands","34.92753634543441, -77.5393079638167",Raccoon,2022,Female,Juvenile,N,29/09/2022,2022,9,29,01/09/2022,34.92753635,-77.53930796,158,49223.06666,16.38,1284.789917,17.40679932,82,planted,Cultivated Crops,#AA7028,4819.822246,0
239,NC,Avery,"Mountain Shadow Lane, Newland","36.10661681643065, -81.94777810041431",Raccoon,2022,NA,NA,N,06/10/2022,2022,10,6,01/10/2022,36.10661682,-81.9477781,51,38451.67082,1123.25,1427.439819,10.8593998,81,planted,Pasture/Hay,#DBD83D,7350.411787,0
240,NC,Avery,"Mountain Shadow Lane, Newland","36.10661681643065, -81.94777810041431",Raccoon,2022,Female,Subadult,Y,06/10/2022,2022,10,6,01/10/2022,36.10661682,-81.9477781,51,38451.67082,1123.25,1427.439819,10.8593998,81,planted,Pasture/Hay,#DBD83D,7350.411787,0
241,NC,Craven,NA,"35.139909, -77.071701",Raccoon,2022,NA,NA,Y,20/04/2022,2022,4,20,01/04/2022,35.139909,-77.071701,123,11600.26577,4.94,1284.437866,18.18239975,23,developed,"Developed, Medium Intensity",#ED0000,355.6307068,79
242,NE,Box Butte,23 NW of Alliance,"42.11794905316359, -102.87565094404984",Striped Skunk,2019,Female,Adult,N,23/07/2019,2019,7,23,01/07/2019,42.11794905,-102.8756509,34,339871.3696,1215.58,611.3969116,6.893300056,24,developed,"Developed, High Intensity",#AA0000,346.7416851,86
243,NE,Box Butte,23 NW of Alliance,"42.11794905316359, -102.87565094404984",Striped Skunk,2019,Male,Juvenile,N,23/07/2019,2019,7,23,01/07/2019,42.11794905,-102.8756509,34,339871.3696,1215.58,611.3969116,6.893300056,24,developed,"Developed, High Intensity",#AA0000,346.7416851,86
244,NC,Montgomery,Uwharrie Point Community,"35.477635358507996, -80.10873432339558",Red Fox,2019,Female,Subadult,N,06/11/2019,2019,11,6,01/11/2019,35.47763536,-80.10873432,109,78211.54232,165.5,1288.432983,16.45400047,NA,NA,NA,NA,1421927.383,NA
245,NE,Lincoln,"North River Wildlife Management Area; 48.25888N, -111.145678W","41.202, -100.9836",Striped Skunk,2020,Unknown,Adult,N,18/03/2020,2020,3,18,01/03/2020,41.202,-100.9836,34,1274635.035,915.05,403.6838989,4.149499893,NA,NA,NA,NA,808767.4118,NA
246,NE,Lincoln,"South Beverage Road, Sutherland; 41.13026, -101.21346","41.13026, -101.21346",Raccoon,2021,Male,Adult,Y,29/09/2021,2021,9,29,01/09/2021,41.13026,-101.21346,34,193591.7918,913.15,699.2990112,8.614299774,21,developed,"Developed, Open Space",#DDC9C9,1343.361529,15
247,PA,Susquehanna,Clifford Township,"41.67732391189772, -75.55591685054263",Raccoon,2019,Female,Adult,Y,11/04/2019,2019,4,11,01/04/2019,41.67732391,-75.55591685,78,151178.4952,397.97,1349.062012,7.362199783,43,forest,Mixed Forest,#B5C98E,1125.731655,0
248,PA,Clarion,Unknown,"41.20788225246037, -79.38600041149927",Raccoon,2019,Male,Adult,Y,17/09/2019,2019,9,17,01/09/2019,41.20788225,-79.38600041,28,120214.8777,444.61,1440.68396,9.072699547,22,developed,"Developed, Low Intensity",#D89382,1157.351213,34
249,PA,Luzerne,"41.267086, -75.878970","41.267086, -75.878970",Gray Fox,2019,Unknown,Adult,N,08/10/2019,2019,10,8,01/10/2019,41.267086,-75.87897,78,105362.3747,168.95,1235.382935,11.18900013,23,developed,"Developed, Medium Intensity",#ED0000,607.8445118,57
250,PA,Erie,"42.02098, -80.34751","42.02098, -80.34751",Raccoon,2019,Female,Adult,Y,13/12/2019,2019,12,13,01/12/2019,42.02098,-80.34751,21,120214.8777,213.99,1119.970825,10.33430004,22,developed,"Developed, Low Intensity",#D89382,985.7126582,24
251,PA,Union,Mifflinburg,"40.91900460277437, -77.04744589243583",Raccoon,2021,Unknown,Adult,Y,12/01/2021,2021,1,12,01/01/2021,40.9190046,-77.04744589,14,151178.4952,172.26,1196.901978,10.40119934,23,developed,"Developed, Medium Intensity",#ED0000,1227.748902,74
252,PA,Centre,Port Matilda,"40.799952565799074, -78.05183370337924",Raccoon,2021,Unknown,Juvenile,N,08/06/2021,2021,6,8,01/06/2021,40.79995257,-78.0518337,21,119863.293,303.25,1216.836914,9.64359951,22,developed,"Developed, Low Intensity",#D89382,7359.694183,44
253,TN,Fayette,Somerville,"35.2425,-89.3494",Gray Fox,2020,Male,Juvenile,Y,27/10/2020,2020,10,27,01/10/2020,35.2425,-89.3494,142,139792.1222,120.15,1910.474976,16.39970016,23,developed,"Developed, Medium Intensity",#ED0000,2358.137601,74
254,TN,A-F: Davidson,A-F: Unknown,"36.26133852440689, -86.88756292503646",Raccoon,2021,Female,Adult,N,25/02/2021,2021,2,25,01/02/2021,36.26133852,-86.88756293,155,152604.3309,213.37,1623.579834,15.49599934,41,forest,Deciduous Forest,#68AA63,1493.504385,0
255,TN,DeKalb,Oakley Hollow Road,"36.1009,-85.9561",Gray Fox,2021,Female,Juvenile,Y,22/07/2021,2021,7,22,01/07/2021,36.1009,-85.9561,54,184013.5725,213.2,1757.111938,15.31469917,21,developed,"Developed, Open Space",#DDC9C9,8573.5657,1
256,VA,Henrico,Unknown,"37.63060441869926, -77.54369320053438",Raccoon,2019,Female,Adult,Y,29/03/2019,2019,3,29,01/03/2019,37.63060442,-77.5436932,13,0,86.91,1237.836914,14.9375,90,wetlands,Woody Wetlands,#BAD8EA,274.1170093,0
257,VA,Unknown,Henrico,"37.63060441869926, -77.54369320053438",Raccoon,2019,Unknown,Adult,Y,09/04/2019,2019,4,9,01/04/2019,37.63060442,-77.5436932,13,0,86.91,1237.836914,14.9375,90,wetlands,Woody Wetlands,#BAD8EA,274.1170093,0
258,VA,-,Hampton,"37.02791463529029, -76.35940869426976",Raccoon,2019,Female,Subadult,N,25/09/2019,2019,9,25,01/09/2019,37.02791464,-76.35940869,23,100821.8531,2.77,1284.687988,16.73670006,24,developed,"Developed, High Intensity",#AA0000,837.2097531,80
259,VA,Spotsylvania,Spotsylvania Courthouse,"38.19824867159978, -77.59021046853977",Red Fox,2019,Male,Adult,N,18/12/2019,2019,12,18,01/12/2019,38.19824867,-77.59021047,13,63469.39514,87.91,1064.401978,14.49739933,23,developed,"Developed, Medium Intensity",#ED0000,515.2374051,62
260,VA,Loudoun,Parkside Sterling,"39.04259235969741, -77.3791492851025",Red Fox,2020,Female,Juvenile,N,12/06/2020,2020,6,12,01/06/2020,39.04259236,-77.37914929,116,81080.22046,95.35,1300.625977,13.69849968,22,developed,"Developed, Low Intensity",#D89382,393.868449,47
261,VA,James City,Kingsmill Resort,"37.22510326480024, -76.6670210135636",Red Fox,2020,Female,Adult,N,01/09/2020,2020,9,1,01/09/2020,37.22510326,-76.66702101,13,88513.60034,20.96,1195.528931,16.55889893,23,developed,"Developed, Medium Intensity",#ED0000,238.3272484,61
262,WV,Roane,Cork Fork,"38.735195532881775, -81.35068930507545",Red Fox,2019,Unknown,Unknown,N,08/01/2019,2019,1,8,01/01/2019,38.73519553,-81.35068931,95,159417.2592,311.23,1143.98584,12.40269947,41,forest,Deciduous Forest,#68AA63,1435.660664,0
263,WV,Gilmer,Unknown,"38.936801452686865, -80.87800543426017",Red Fox,2019,Female,Adult,N,14/03/2019,2019,3,14,01/03/2019,38.93680145,-80.87800543,95,116677.8758,334.78,1151.100952,12.57179928,41,forest,Deciduous Forest,#68AA63,1087.519424,0
264,WV,Raleigh,"North Pike Street, Beckley","37.77621659949144, -81.19863835957673",Raccoon,2019,Male,Adult,N,04/04/2019,2019,4,4,01/04/2019,37.7762166,-81.19863836,96,170257.9991,735.89,1186.820923,11.45709991,22,developed,"Developed, Low Intensity",#D89382,504.5140558,46
265,WV,Grant,Mount Storm,"39.27731668675043, -79.24071662671751",Raccoon,2019,Female,Juvenile,N,31/05/2019,2019,5,31,01/05/2019,39.27731669,-79.24071663,96,70523.59549,866.79,1184.602905,9.356399536,22,developed,"Developed, Low Intensity",#D89382,2079.714223,45
266,WV,Grant,Mount Storm,"39.27731668675043, -79.24071662671751",Raccoon,2019,Female,Juvenile,N,31/05/2019,2019,5,31,01/05/2019,39.27731669,-79.24071663,96,70523.59549,866.79,1184.602905,9.356399536,22,developed,"Developed, Low Intensity",#D89382,2079.714223,45
267,WV,Randolph,Mingo,"38.49858992650091, -80.05410568239382",Raccoon,2019,Male,Juvenile,N,12/09/2019,2019,9,12,01/09/2019,38.49858993,-80.05410568,95,66360.79307,806.6,1340.956909,9.698299408,21,developed,"Developed, Open Space",#DDC9C9,10755.69473,5
268,WV,"A, B: Randolph","A: Harman; 38.9223N, -79.5251W","38.9223, -79.5251",Raccoon,2021,Male,Adult,Y,17/03/2021,2021,3,17,01/03/2021,38.9223,-79.5251,96,29881.95888,719.31,1479.380005,9.348599434,24,developed,"Developed, High Intensity",#AA0000,5566.06107,80
269,WV,"A, B: Randolph","B: Arnold Hill Road, Elkins: 38.876052, -79.865307","38.876052, -79.865307",Raccoon,2021,Male,Adult,Y,17/03/2021,2021,3,17,01/03/2021,38.876052,-79.865307,95,29881.95888,603.8,1290.015869,11.70079994,81,planted,Pasture/Hay,#DBD83D,7011.965489,0
270,WV,Berkeley,UTM18 4372921N 247497E,"39.287896, -77.566871",Raccoon,2021,Female,Adult,Y,15/04/2021,2021,4,15,01/04/2021,39.287896,-77.566871,116,63684.35581,104.22,1192.864014,13.15089989,41,forest,Deciduous Forest,#68AA63,14091.28739,0
271,WV,Hardy,UTM 17 4316451N 693050E,"38.5832836,-78.4617234",Raccoon,2021,Female,Juvenile,Y,04/05/2021,2021,5,4,01/05/2021,38.5832836,-78.4617234,116,71814.80227,305.36,978.9188843,13.20099926,81,planted,Pasture/Hay,#DBD83D,43130.75773,0
272,WV,Hampshire,UTM17 4359104N 715080E,"39.2116714,-78.3013717",Raccoon,2021,Male,Adult,Y,25/05/2021,2021,5,25,01/05/2021,39.2116714,-78.3013717,107,63684.35581,232.35,1084.934937,12.48329926,81,planted,Pasture/Hay,#DBD83D,9541.055311,0
273,WV,Randolph,Schoonover Hallow Road Files Creek,"38.8356643557608, -79.85962269000021",Red Fox,2021,Male,Juvenile,N,24/09/2021,2021,9,24,01/09/2021,38.83566436,-79.85962269,95,30594.15943,602.83,1251.927002,11.62319946,81,planted,Pasture/Hay,#DBD83D,2798.549482,0
274,WV,Raleigh,"Fireco Road, Coal City; 17S 482230 4168748","37.65691050444658, -81.20092150655184",Red Fox,2022,Unknown,Adult,N,12/07/2022,2022,7,12,01/07/2022,37.6569105,-81.20092151,102,166356.303,811.87,1285.452881,11.36320019,21,developed,"Developed, Open Space",#DDC9C9,463.3501421,9
275,WV,Greenbrier,"Greenbrier Valley Airport, Maxwelton; 17S 553712 4191331","37.8559500868797, -80.40433114457403",Red Fox,2022,Unknown,Adult,N,12/07/2022,2022,7,12,01/07/2022,37.85595009,-80.40433114,95,142520.7332,695.13,1093.719971,11.54710007,24,developed,"Developed, High Intensity",#AA0000,604.6101457,99
